Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Genotoxicity	Carcinogenicity	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Time	TimeUnit	Replicate	Characteristics.Vehicle.	array_file	control_file	final_array_name
nimesulide_3_2h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_2h_2	3	uM	2	h	2	NA	tg_gates_003017465011.CEL	tg_gates_003017465009.CEL	study23_CHEMBL56367_3uM_2h_2
nimesulide_15_2h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_2h_1	15	uM	2	h	1	NA	tg_gates_003017465012.CEL	tg_gates_003017465008.CEL	study23_CHEMBL56367_15uM_2h_1
nimesulide_15_2h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_2h_2	15	uM	2	h	2	NA	tg_gates_003017465013.CEL	tg_gates_003017465009.CEL	study23_CHEMBL56367_15uM_2h_2
nimesulide_75_2h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_2h_1	75	uM	2	h	1	NA	tg_gates_003017465014.CEL	tg_gates_003017465008.CEL	study23_CHEMBL56367_75uM_2h_1
nimesulide_75_2h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_2h_2	75	uM	2	h	2	NA	tg_gates_003017465015.CEL	tg_gates_003017465009.CEL	study23_CHEMBL56367_75uM_2h_2
nimesulide_0_8h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017465016.CEL		study23_CHEMBL56367_0uM_8h_1
nimesulide_0_8h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017465017.CEL		study23_CHEMBL56367_0uM_8h_2
nimesulide_3_8h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_8h_1	3	uM	8	h	1	NA	tg_gates_003017465018.CEL	tg_gates_003017465016.CEL	study23_CHEMBL56367_3uM_8h_1
nimesulide_3_8h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_8h_2	3	uM	8	h	2	NA	tg_gates_003017465019.CEL	tg_gates_003017465017.CEL	study23_CHEMBL56367_3uM_8h_2
nimesulide_15_8h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_8h_1	15	uM	8	h	1	NA	tg_gates_003017465020.CEL	tg_gates_003017465016.CEL	study23_CHEMBL56367_15uM_8h_1
nimesulide_15_8h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_8h_2	15	uM	8	h	2	NA	tg_gates_003017465021.CEL	tg_gates_003017465017.CEL	study23_CHEMBL56367_15uM_8h_2
nimesulide_75_8h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_8h_1	75	uM	8	h	1	NA	tg_gates_003017465022.CEL	tg_gates_003017465016.CEL	study23_CHEMBL56367_75uM_8h_1
nimesulide_75_8h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_8h_2	75	uM	8	h	2	NA	tg_gates_003017465023.CEL	tg_gates_003017465017.CEL	study23_CHEMBL56367_75uM_8h_2
nimesulide_0_24h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	TRUE		0	uM	24	h	1	NA	tg_gates_003017465024.CEL		study23_CHEMBL56367_0uM_24h_1
nimesulide_0_24h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	TRUE		0	uM	24	h	2	NA	tg_gates_003017465025.CEL		study23_CHEMBL56367_0uM_24h_2
nimesulide_3_24h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_24h_1	3	uM	24	h	1	NA	tg_gates_003017465026.CEL	tg_gates_003017465024.CEL	study23_CHEMBL56367_3uM_24h_1
nimesulide_3_24h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_24h_2	3	uM	24	h	2	NA	tg_gates_003017465027.CEL	tg_gates_003017465025.CEL	study23_CHEMBL56367_3uM_24h_2
nimesulide_15_24h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_24h_1	15	uM	24	h	1	NA	tg_gates_003017465028.CEL	tg_gates_003017465024.CEL	study23_CHEMBL56367_15uM_24h_1
nimesulide_15_24h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_24h_2	15	uM	24	h	2	NA	tg_gates_003017465029.CEL	tg_gates_003017465025.CEL	study23_CHEMBL56367_15uM_24h_2
nimesulide_75_24h_1	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_24h_1	75	uM	24	h	1	NA	tg_gates_003017465030.CEL	tg_gates_003017465024.CEL	study23_CHEMBL56367_75uM_24h_1
nimesulide_75_24h_2	not specified	nimesulide	CHEMBL56367	GTX	NA	FALSE	nimesulide_0_24h_2	75	uM	24	h	2	NA	tg_gates_003017466001.CEL	tg_gates_003017465025.CEL	study23_CHEMBL56367_75uM_24h_2
doxorubicin_0_2h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	TRUE		0	uM	2	h	1	NA	tg_gates_003017474006.CEL		study23_CHEMBL53463_0uM_2h_1
doxorubicin_0_2h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	TRUE		0	uM	2	h	2	NA	tg_gates_003017474007.CEL		study23_CHEMBL53463_0uM_2h_2
doxorubicin_0.08_2h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_2h_1	0.08	uM	2	h	1	NA	tg_gates_003017474008.CEL	tg_gates_003017474006.CEL	study23_CHEMBL53463_0.08uM_2h_1
doxorubicin_0.08_2h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_2h_2	0.08	uM	2	h	2	NA	tg_gates_003017474009.CEL	tg_gates_003017474007.CEL	study23_CHEMBL53463_0.08uM_2h_2
doxorubicin_0.4_2h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_2h_1	0.4	uM	2	h	1	NA	tg_gates_003017474010.CEL	tg_gates_003017474006.CEL	study23_CHEMBL53463_0.4uM_2h_1
doxorubicin_0.4_2h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_2h_2	0.4	uM	2	h	2	NA	tg_gates_003017474011.CEL	tg_gates_003017474007.CEL	study23_CHEMBL53463_0.4uM_2h_2
doxorubicin_2_2h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_2h_1	2	uM	2	h	1	NA	tg_gates_003017474012.CEL	tg_gates_003017474006.CEL	study23_CHEMBL53463_2uM_2h_1
doxorubicin_2_2h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_2h_2	2	uM	2	h	2	NA	tg_gates_003017474013.CEL	tg_gates_003017474007.CEL	study23_CHEMBL53463_2uM_2h_2
doxorubicin_0_8h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	TRUE		0	uM	8	h	1	NA	tg_gates_003017474014.CEL		study23_CHEMBL53463_0uM_8h_1
doxorubicin_0_8h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	TRUE		0	uM	8	h	2	NA	tg_gates_003017474015.CEL		study23_CHEMBL53463_0uM_8h_2
doxorubicin_0.08_8h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_8h_1	0.08	uM	8	h	1	NA	tg_gates_003017474016.CEL	tg_gates_003017474014.CEL	study23_CHEMBL53463_0.08uM_8h_1
doxorubicin_0.08_8h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_8h_2	0.08	uM	8	h	2	NA	tg_gates_003017474017.CEL	tg_gates_003017474015.CEL	study23_CHEMBL53463_0.08uM_8h_2
doxorubicin_0.4_8h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_8h_1	0.4	uM	8	h	1	NA	tg_gates_003017474018.CEL	tg_gates_003017474014.CEL	study23_CHEMBL53463_0.4uM_8h_1
doxorubicin_0.4_8h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_8h_2	0.4	uM	8	h	2	NA	tg_gates_003017474019.CEL	tg_gates_003017474015.CEL	study23_CHEMBL53463_0.4uM_8h_2
doxorubicin_2_8h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_8h_1	2	uM	8	h	1	NA	tg_gates_003017474020.CEL	tg_gates_003017474014.CEL	study23_CHEMBL53463_2uM_8h_1
doxorubicin_2_8h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_8h_2	2	uM	8	h	2	NA	tg_gates_003017474021.CEL	tg_gates_003017474015.CEL	study23_CHEMBL53463_2uM_8h_2
doxorubicin_0_24h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	TRUE		0	uM	24	h	1	NA	tg_gates_003017474022.CEL		study23_CHEMBL53463_0uM_24h_1
doxorubicin_0_24h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	TRUE		0	uM	24	h	2	NA	tg_gates_003017474023.CEL		study23_CHEMBL53463_0uM_24h_2
doxorubicin_0.08_24h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_24h_1	0.08	uM	24	h	1	NA	tg_gates_003017474024.CEL	tg_gates_003017474022.CEL	study23_CHEMBL53463_0.08uM_24h_1
doxorubicin_0.08_24h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_24h_2	0.08	uM	24	h	2	NA	tg_gates_003017474025.CEL	tg_gates_003017474023.CEL	study23_CHEMBL53463_0.08uM_24h_2
doxorubicin_0.4_24h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_24h_1	0.4	uM	24	h	1	NA	tg_gates_003017474026.CEL	tg_gates_003017474022.CEL	study23_CHEMBL53463_0.4uM_24h_1
doxorubicin_0.4_24h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_24h_2	0.4	uM	24	h	2	NA	tg_gates_003017474027.CEL	tg_gates_003017474023.CEL	study23_CHEMBL53463_0.4uM_24h_2
doxorubicin_2_24h_1	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_24h_1	2	uM	24	h	1	NA	tg_gates_003017474028.CEL	tg_gates_003017474022.CEL	study23_CHEMBL53463_2uM_24h_1
doxorubicin_2_24h_2	not specified	doxorubicin	CHEMBL53463	GTX	C	FALSE	doxorubicin_0_24h_2	2	uM	24	h	2	NA	tg_gates_003017474029.CEL	tg_gates_003017474023.CEL	study23_CHEMBL53463_2uM_24h_2
puromycin aminonucleoside_0_2h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017525011.CEL		study23_CHEMBL1233071_0uM_2h_1
puromycin aminonucleoside_0_2h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	TRUE		0	uM	2	h	2	NA	tg_gates_003017525012.CEL		study23_CHEMBL1233071_0uM_2h_2
puromycin aminonucleoside_100_2h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_2h_1	100	uM	2	h	1	NA	tg_gates_003017525013.CEL	tg_gates_003017525011.CEL	study23_CHEMBL1233071_100uM_2h_1
puromycin aminonucleoside_100_2h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_2h_2	100	uM	2	h	2	NA	tg_gates_003017525014.CEL	tg_gates_003017525012.CEL	study23_CHEMBL1233071_100uM_2h_2
puromycin aminonucleoside_500_2h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_2h_1	500	uM	2	h	1	NA	tg_gates_003017525015.CEL	tg_gates_003017525011.CEL	study23_CHEMBL1233071_500uM_2h_1
puromycin aminonucleoside_500_2h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_2h_2	500	uM	2	h	2	NA	tg_gates_003017525016.CEL	tg_gates_003017525012.CEL	study23_CHEMBL1233071_500uM_2h_2
puromycin aminonucleoside_2500_2h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_2h_1	2500	uM	2	h	1	NA	tg_gates_003017525017.CEL	tg_gates_003017525011.CEL	study23_CHEMBL1233071_2500uM_2h_1
puromycin aminonucleoside_2500_2h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_2h_2	2500	uM	2	h	2	NA	tg_gates_003017525018.CEL	tg_gates_003017525012.CEL	study23_CHEMBL1233071_2500uM_2h_2
puromycin aminonucleoside_0_8h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017525019.CEL		study23_CHEMBL1233071_0uM_8h_1
puromycin aminonucleoside_0_8h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017525020.CEL		study23_CHEMBL1233071_0uM_8h_2
puromycin aminonucleoside_100_8h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_8h_1	100	uM	8	h	1	NA	tg_gates_003017525021.CEL	tg_gates_003017525019.CEL	study23_CHEMBL1233071_100uM_8h_1
puromycin aminonucleoside_100_8h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_8h_2	100	uM	8	h	2	NA	tg_gates_003017525022.CEL	tg_gates_003017525020.CEL	study23_CHEMBL1233071_100uM_8h_2
puromycin aminonucleoside_500_8h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_8h_1	500	uM	8	h	1	NA	tg_gates_003017525023.CEL	tg_gates_003017525019.CEL	study23_CHEMBL1233071_500uM_8h_1
puromycin aminonucleoside_500_8h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_8h_2	500	uM	8	h	2	NA	tg_gates_003017525024.CEL	tg_gates_003017525020.CEL	study23_CHEMBL1233071_500uM_8h_2
puromycin aminonucleoside_2500_8h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_8h_1	2500	uM	8	h	1	NA	tg_gates_003017525025.CEL	tg_gates_003017525019.CEL	study23_CHEMBL1233071_2500uM_8h_1
puromycin aminonucleoside_2500_8h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_8h_2	2500	uM	8	h	2	NA	tg_gates_003017525026.CEL	tg_gates_003017525020.CEL	study23_CHEMBL1233071_2500uM_8h_2
puromycin aminonucleoside_0_24h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	TRUE		0	uM	24	h	1	NA	tg_gates_003017525027.CEL		study23_CHEMBL1233071_0uM_24h_1
puromycin aminonucleoside_0_24h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	TRUE		0	uM	24	h	2	NA	tg_gates_003017525028.CEL		study23_CHEMBL1233071_0uM_24h_2
puromycin aminonucleoside_100_24h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_24h_1	100	uM	24	h	1	NA	tg_gates_003017525029.CEL	tg_gates_003017525027.CEL	study23_CHEMBL1233071_100uM_24h_1
puromycin aminonucleoside_100_24h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_24h_2	100	uM	24	h	2	NA	tg_gates_003017525030.CEL	tg_gates_003017525028.CEL	study23_CHEMBL1233071_100uM_24h_2
puromycin aminonucleoside_500_24h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_24h_1	500	uM	24	h	1	NA	tg_gates_003017526001.CEL	tg_gates_003017525027.CEL	study23_CHEMBL1233071_500uM_24h_1
puromycin aminonucleoside_500_24h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_24h_2	500	uM	24	h	2	NA	tg_gates_003017526002.CEL	tg_gates_003017525028.CEL	study23_CHEMBL1233071_500uM_24h_2
puromycin aminonucleoside_2500_24h_1	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_24h_1	2500	uM	24	h	1	NA	tg_gates_003017526003.CEL	tg_gates_003017525027.CEL	study23_CHEMBL1233071_2500uM_24h_1
puromycin aminonucleoside_2500_24h_2	not specified	puromycin aminonucleoside	CHEMBL1233071	NA	NA	FALSE	puromycin aminonucleoside_0_24h_2	2500	uM	24	h	2	NA	tg_gates_003017527017.CEL	tg_gates_003017525028.CEL	study23_CHEMBL1233071_2500uM_24h_2
nitrosodiethylamine_0_2h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	TRUE		0	uM	2	h	1	NA	tg_gates_003017530026.CEL		study23_CHEMBL164290_0uM_2h_1
nitrosodiethylamine_0_2h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	TRUE		0	uM	2	h	2	NA	tg_gates_003017530027.CEL		study23_CHEMBL164290_0uM_2h_2
nitrosodiethylamine_400_2h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_2h_1	400	uM	2	h	1	NA	tg_gates_003017530028.CEL	tg_gates_003017530026.CEL	study23_CHEMBL164290_400uM_2h_1
nitrosodiethylamine_400_2h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_2h_2	400	uM	2	h	2	NA	tg_gates_003017530029.CEL	tg_gates_003017530027.CEL	study23_CHEMBL164290_400uM_2h_2
nitrosodiethylamine_2000_2h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_2h_1	2000	uM	2	h	1	NA	tg_gates_003017530030.CEL	tg_gates_003017530026.CEL	study23_CHEMBL164290_2000uM_2h_1
nitrosodiethylamine_2000_2h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_2h_2	2000	uM	2	h	2	NA	tg_gates_003017531001.CEL	tg_gates_003017530027.CEL	study23_CHEMBL164290_2000uM_2h_2
nitrosodiethylamine_10000_2h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_2h_1	10000	uM	2	h	1	NA	tg_gates_003017531002.CEL	tg_gates_003017530026.CEL	study23_CHEMBL164290_10000uM_2h_1
nitrosodiethylamine_10000_2h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_2h_2	10000	uM	2	h	2	NA	tg_gates_003017531003.CEL	tg_gates_003017530027.CEL	study23_CHEMBL164290_10000uM_2h_2
nitrosodiethylamine_0_8h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	TRUE		0	uM	8	h	1	NA	tg_gates_003017531004.CEL		study23_CHEMBL164290_0uM_8h_1
nitrosodiethylamine_0_8h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	TRUE		0	uM	8	h	2	NA	tg_gates_003017531005.CEL		study23_CHEMBL164290_0uM_8h_2
nitrosodiethylamine_400_8h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_8h_1	400	uM	8	h	1	NA	tg_gates_003017531006.CEL	tg_gates_003017531004.CEL	study23_CHEMBL164290_400uM_8h_1
nitrosodiethylamine_400_8h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_8h_2	400	uM	8	h	2	NA	tg_gates_003017531007.CEL	tg_gates_003017531005.CEL	study23_CHEMBL164290_400uM_8h_2
nitrosodiethylamine_2000_8h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_8h_1	2000	uM	8	h	1	NA	tg_gates_003017531008.CEL	tg_gates_003017531004.CEL	study23_CHEMBL164290_2000uM_8h_1
nitrosodiethylamine_2000_8h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_8h_2	2000	uM	8	h	2	NA	tg_gates_003017531009.CEL	tg_gates_003017531005.CEL	study23_CHEMBL164290_2000uM_8h_2
nitrosodiethylamine_10000_8h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_8h_1	10000	uM	8	h	1	NA	tg_gates_003017531010.CEL	tg_gates_003017531004.CEL	study23_CHEMBL164290_10000uM_8h_1
nitrosodiethylamine_10000_8h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_8h_2	10000	uM	8	h	2	NA	tg_gates_003017531011.CEL	tg_gates_003017531005.CEL	study23_CHEMBL164290_10000uM_8h_2
nitrosodiethylamine_0_24h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	TRUE		0	uM	24	h	1	NA	tg_gates_003017531012.CEL		study23_CHEMBL164290_0uM_24h_1
nitrosodiethylamine_0_24h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	TRUE		0	uM	24	h	2	NA	tg_gates_003017531013.CEL		study23_CHEMBL164290_0uM_24h_2
nitrosodiethylamine_400_24h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_24h_1	400	uM	24	h	1	NA	tg_gates_003017531014.CEL	tg_gates_003017531012.CEL	study23_CHEMBL164290_400uM_24h_1
nitrosodiethylamine_400_24h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_24h_2	400	uM	24	h	2	NA	tg_gates_003017531015.CEL	tg_gates_003017531013.CEL	study23_CHEMBL164290_400uM_24h_2
nitrosodiethylamine_2000_24h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_24h_1	2000	uM	24	h	1	NA	tg_gates_003017531016.CEL	tg_gates_003017531012.CEL	study23_CHEMBL164290_2000uM_24h_1
nitrosodiethylamine_2000_24h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_24h_2	2000	uM	24	h	2	NA	tg_gates_003017531017.CEL	tg_gates_003017531013.CEL	study23_CHEMBL164290_2000uM_24h_2
nitrosodiethylamine_10000_24h_1	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_24h_1	10000	uM	24	h	1	NA	tg_gates_003017531018.CEL	tg_gates_003017531012.CEL	study23_CHEMBL164290_10000uM_24h_1
nitrosodiethylamine_10000_24h_2	not specified	nitrosodiethylamine	CHEMBL164290	GTX	C	FALSE	nitrosodiethylamine_0_24h_2	10000	uM	24	h	2	NA	tg_gates_003017531019.CEL	tg_gates_003017531013.CEL	study23_CHEMBL164290_10000uM_24h_2
cephalothin_0_2h_1	not specified	cephalothin	CHEMBL617	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017546019.CEL		study23_CHEMBL617_0uM_2h_1
phenylanthranilic acid_0_2h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017547013.CEL		study23_CHEMBL23832_0uM_2h_1
phenylanthranilic acid_0_2h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	TRUE		0	uM	2	h	2	NA	tg_gates_003017547014.CEL		study23_CHEMBL23832_0uM_2h_2
phenylanthranilic acid_8_2h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_2h_1	8	uM	2	h	1	NA	tg_gates_003017547015.CEL	tg_gates_003017547013.CEL	study23_CHEMBL23832_8uM_2h_1
phenylanthranilic acid_8_2h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_2h_2	8	uM	2	h	2	NA	tg_gates_003017547016.CEL	tg_gates_003017547014.CEL	study23_CHEMBL23832_8uM_2h_2
phenylanthranilic acid_40_2h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_2h_1	40	uM	2	h	1	NA	tg_gates_003017547017.CEL	tg_gates_003017547013.CEL	study23_CHEMBL23832_40uM_2h_1
phenylanthranilic acid_40_2h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_2h_2	40	uM	2	h	2	NA	tg_gates_003017547018.CEL	tg_gates_003017547014.CEL	study23_CHEMBL23832_40uM_2h_2
phenylanthranilic acid_200_2h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_2h_1	200	uM	2	h	1	NA	tg_gates_003017547019.CEL	tg_gates_003017547013.CEL	study23_CHEMBL23832_200uM_2h_1
phenylanthranilic acid_200_2h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_2h_2	200	uM	2	h	2	NA	tg_gates_003017547020.CEL	tg_gates_003017547014.CEL	study23_CHEMBL23832_200uM_2h_2
phenylanthranilic acid_0_8h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017547021.CEL		study23_CHEMBL23832_0uM_8h_1
phenylanthranilic acid_0_8h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017547022.CEL		study23_CHEMBL23832_0uM_8h_2
phenylanthranilic acid_8_8h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_8h_1	8	uM	8	h	1	NA	tg_gates_003017547023.CEL	tg_gates_003017547021.CEL	study23_CHEMBL23832_8uM_8h_1
phenylanthranilic acid_8_8h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_8h_2	8	uM	8	h	2	NA	tg_gates_003017547024.CEL	tg_gates_003017547022.CEL	study23_CHEMBL23832_8uM_8h_2
phenylanthranilic acid_40_8h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_8h_1	40	uM	8	h	1	NA	tg_gates_003017547025.CEL	tg_gates_003017547021.CEL	study23_CHEMBL23832_40uM_8h_1
phenylanthranilic acid_40_8h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_8h_2	40	uM	8	h	2	NA	tg_gates_003017547026.CEL	tg_gates_003017547022.CEL	study23_CHEMBL23832_40uM_8h_2
phenylanthranilic acid_200_8h_1	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_8h_1	200	uM	8	h	1	NA	tg_gates_003017547027.CEL	tg_gates_003017547021.CEL	study23_CHEMBL23832_200uM_8h_1
phenylanthranilic acid_200_8h_2	not specified	phenylanthranilic acid	CHEMBL23832	NA	NA	FALSE	phenylanthranilic acid_0_8h_2	200	uM	8	h	2	NA	tg_gates_003017547028.CEL	tg_gates_003017547022.CEL	study23_CHEMBL23832_200uM_8h_2
