Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file			control_file	final_array_name	
93301	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93301.CEL			93301.CEL	93516.CEL	93604.CEL
93302	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93302.CEL			93302.CEL	93475.CEL	93604.CEL
93303	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93303.CEL			93287.CEL	93492.CEL	93506.CEL
93304	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93304.CEL			93278.CEL	93495.CEL	93506.CEL
93305	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93305.CEL			93302.CEL	93506.CEL	93506.CEL
93306	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_1	150	micromolar	DMSO .1 %	drugmatrix_93306.CEL			93301.CEL	93508.CEL	93604.CEL
93307	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_0.67	65000	micromolar	DMSO .1 %	drugmatrix_93307.CEL			93278.CEL	93604.CEL	93604.CEL
93308	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93308.CEL			93308.CEL	93132.CEL	93189.CEL
93309	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93309.CEL			93309.CEL	93136.CEL	93189.CEL
93310	RHCYT	acetaminophen	CHEMBL112	NA	FALSE	control_0.67	1950	micromolar	DMSO .1 %	drugmatrix_93310.CEL			93234.CEL	93582.CEL	93189.CEL
93311	RHCYT	clofibrate	CHEMBL683	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93311.CEL			93309.CEL	93137.CEL	93170.CEL
93312	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_1	8	micromolar	DMSO .1 %	drugmatrix_93312.CEL			93301.CEL	93168.CEL	93189.CEL
93313	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_1	456	micromolar	DMSO .1 %	drugmatrix_93313.CEL			93302.CEL	93170.CEL	93170.CEL
93314	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93314.CEL			93302.CEL	93171.CEL	93170.CEL
93315	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_0.67	23	micromolar	DMSO .1 %	drugmatrix_93315.CEL			93278.CEL	93584.CEL	93189.CEL
93316	RHCYT	sotalol	CHEMBL471	NA	FALSE	control_1	6666	micromolar	DMSO .1 %	drugmatrix_93316.CEL			93281.CEL	93176.CEL	93189.CEL
93317	RHCYT	gemfibrozil	CHEMBL457	NA	FALSE	control_0.67	2000	micromolar	DMSO .1 %	drugmatrix_93317.CEL			93308.CEL	93177.CEL	93189.CEL
93318	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_0.67	1500	micromolar	DMSO .1 %	drugmatrix_93318.CEL			93278.CEL	93564.CEL	93170.CEL
93319	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93319.CEL			93282.CEL	93178.CEL	93170.CEL
93320	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_1	560	micromolar	DMSO .1 %	drugmatrix_93320.CEL			93302.CEL	93565.CEL	93170.CEL
93321	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_0.67	111	micromolar	DMSO .1 %	drugmatrix_93321.CEL			93278.CEL	93180.CEL	93189.CEL
93322	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_0.67	63	micromolar	DMSO .1 %	drugmatrix_93322.CEL			93278.CEL	93182.CEL	93170.CEL
93323	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93323.CEL			93282.CEL	93209.CEL	93170.CEL
93324	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_1	57	micromolar	DMSO .1 %	drugmatrix_93324.CEL			93301.CEL	93210.CEL	93189.CEL
93325	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93325.CEL			93589.CEL	93188.CEL	93170.CEL
93326	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_0.67	456	micromolar	DMSO .1 %	drugmatrix_93326.CEL			93282.CEL	93189.CEL	93189.CEL
93327	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93327.CEL			93278.CEL	93191.CEL	93189.CEL
93328	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93328.CEL			93301.CEL	93192.CEL	93170.CEL
93329	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93329.CEL			93282.CEL	93193.CEL	93170.CEL
93330	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_0.67	150	micromolar	DMSO .1 %	drugmatrix_93330.CEL			93278.CEL	93211.CEL	93170.CEL
93331	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_1	620	micromolar	DMSO .1 %	drugmatrix_93331.CEL			93302.CEL	93194.CEL	93189.CEL
100989	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93332.CEL			93301.CEL	93195.CEL	93189.CEL
93332	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93332.CEL			93301.CEL	93196.CEL	93189.CEL
93333	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_0.67	1320	micromolar	DMSO .1 %	drugmatrix_93333.CEL			93282.CEL	93197.CEL	93189.CEL
93334	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_1	1320	micromolar	DMSO .1 %	drugmatrix_93334.CEL			93302.CEL	93198.CEL	93189.CEL
93335	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_0.67	456	micromolar	DMSO .1 %	drugmatrix_93335.CEL			93389.CEL	93199.CEL	93170.CEL
93336	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93336.CEL			93385.CEL	93200.CEL	93170.CEL
93337	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_1	620	micromolar	DMSO .1 %	drugmatrix_93337.CEL			93382.CEL	93202.CEL	93170.CEL
93338	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_1	7000	micromolar	DMSO .1 %	drugmatrix_93338.CEL			93352.CEL	93213.CEL	93170.CEL
93339	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93339.CEL			93385.CEL	93215.CEL	93571.CEL
93340	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_0.67	7000	micromolar	DMSO .1 %	drugmatrix_93340.CEL			93395.CEL	93216.CEL	93245.CEL
93341	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_0.67	0.5	micromolar	DMSO .1 %	drugmatrix_93341.CEL			93395.CEL	93219.CEL	93571.CEL
93342	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_0.67	44	micromolar	DMSO .1 %	drugmatrix_93342.CEL			93395.CEL	93221.CEL	93571.CEL
93343	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_1	1667	micromolar	DMSO .1 %	drugmatrix_93343.CEL			93352.CEL	93222.CEL	93245.CEL
93344	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_1	0.07	micromolar	DMSO .1 %	drugmatrix_93344.CEL			93352.CEL	93223.CEL	93245.CEL
93345	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_1	111	micromolar	DMSO .1 %	drugmatrix_93345.CEL			93372.CEL	93225.CEL	93245.CEL
93346	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_1	1120	micromolar	DMSO .1 %	drugmatrix_93346.CEL			93372.CEL	93566.CEL	93571.CEL
93347	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_0.67	1	micromolar	DMSO .1 %	drugmatrix_93347.CEL			93395.CEL	93229.CEL	93245.CEL
93348	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_0.67	620	micromolar	DMSO .1 %	drugmatrix_93348.CEL			93389.CEL	93230.CEL	93571.CEL
93349	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_0.67	300	micromolar	DMSO .1 %	drugmatrix_93349.CEL			93395.CEL	93567.CEL	93245.CEL
93350	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_1	20	micromolar	DMSO .1 %	drugmatrix_93350.CEL			93352.CEL	93235.CEL	93571.CEL
93351	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_1	560	micromolar	DMSO .1 %	drugmatrix_93351.CEL			93382.CEL	93236.CEL	93245.CEL
93352	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93352.CEL			93352.CEL	93237.CEL	93571.CEL
93353	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_1	650	micromolar	DMSO .1 %	drugmatrix_93353.CEL			93372.CEL	93238.CEL	93245.CEL
93354	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93354.CEL			93389.CEL	93241.CEL	93245.CEL
93355	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_1	23000	micromolar	DMSO .1 %	drugmatrix_93355.CEL			93352.CEL	93242.CEL	93245.CEL
93356	RHCYT	dexamethasone	CHEMBL384467	NA	FALSE	control_1	456	micromolar	DMSO .1 %	drugmatrix_93356.CEL			93382.CEL	93245.CEL	93245.CEL
93357	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93357.CEL			93372.CEL	93246.CEL	93571.CEL
93358	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_1	44	micromolar	DMSO .1 %	drugmatrix_93358.CEL			93352.CEL	93568.CEL	93571.CEL
93359	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_1	1320	micromolar	DMSO .1 %	drugmatrix_93359.CEL			93382.CEL	93247.CEL	93571.CEL
93360	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_1	74	micromolar	DMSO .1 %	drugmatrix_93360.CEL			93372.CEL	93248.CEL	93571.CEL
93361	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_1	100	micromolar	DMSO .1 %	drugmatrix_93361.CEL			93372.CEL	93571.CEL	93571.CEL
93362	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_0.67	0.03	micromolar	DMSO .1 %	drugmatrix_93362.CEL			93395.CEL	93937.CEL	93245.CEL
93363	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_1	0.5	micromolar	DMSO .1 %	drugmatrix_93363.CEL			93352.CEL	93587.CEL	93245.CEL
93364	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_0.67	1120	micromolar	DMSO .1 %	drugmatrix_93364.CEL			93385.CEL	93250.CEL	93571.CEL
93365	RHCYT	lomustine	CHEMBL514	NA	FALSE	control_0.67	560	micromolar	DMSO .1 %	drugmatrix_93365.CEL			93389.CEL	93254.CEL	93571.CEL
93366	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_0.67	111	micromolar	DMSO .1 %	drugmatrix_93366.CEL			93385.CEL	93255.CEL	93245.CEL
93367	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_1	57	micromolar	DMSO .1 %	drugmatrix_93367.CEL			93372.CEL	93257.CEL	93245.CEL
93368	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93368.CEL			93395.CEL	93258.CEL	93571.CEL
93369	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93369.CEL			93389.CEL	93089.CEL	93110.CEL
93370	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_1	8	micromolar	DMSO .1 %	drugmatrix_93370.CEL			93372.CEL	93090.CEL	93110.CEL
101008	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93371.CEL			93372.CEL	93092.CEL	93110.CEL
93371	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93371.CEL			93372.CEL	93579.CEL	93110.CEL
93372	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93372.CEL			93372.CEL	93093.CEL	93096.CEL
93373	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93373.CEL			93389.CEL	93096.CEL	93096.CEL
93374	RHCYT	isotretinoin	CHEMBL547	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93374.CEL			93382.CEL	93103.CEL	93110.CEL
93375	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_1	23	micromolar	DMSO .1 %	drugmatrix_93375.CEL			93372.CEL	93105.CEL	93096.CEL
93376	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93376.CEL			93352.CEL	93106.CEL	93096.CEL
93377	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_0.67	1667	micromolar	DMSO .1 %	drugmatrix_93377.CEL			93395.CEL	93561.CEL	93110.CEL
93378	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93378.CEL			93385.CEL	93107.CEL	93110.CEL
93379	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_0.67	57	micromolar	DMSO .1 %	drugmatrix_93379.CEL			93385.CEL	93110.CEL	93110.CEL
93380	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_0.67	0.07	micromolar	DMSO .1 %	drugmatrix_93380.CEL			93395.CEL	93114.CEL	93096.CEL
93381	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_1	1	micromolar	DMSO .1 %	drugmatrix_93381.CEL			93352.CEL	93117.CEL	93096.CEL
93382	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93382.CEL			93382.CEL	93118.CEL	93096.CEL
93383	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_0.67	20	micromolar	DMSO .1 %	drugmatrix_93383.CEL			93395.CEL	93120.CEL	93096.CEL
93384	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_0.67	23	micromolar	DMSO .1 %	drugmatrix_93384.CEL			93385.CEL	93121.CEL	93110.CEL
93385	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93385.CEL			93385.CEL	93581.CEL	93110.CEL
93386	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_0.67	1320	micromolar	DMSO .1 %	drugmatrix_93386.CEL			93389.CEL	93126.CEL	93096.CEL
93387	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_1	0.03	micromolar	DMSO .1 %	drugmatrix_93387.CEL			93352.CEL	93562.CEL	93096.CEL
93388	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_0.67	8	micromolar	DMSO .1 %	drugmatrix_93388.CEL			93385.CEL	93744.CEL	93787.CEL
93389	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93389.CEL			93389.CEL	93747.CEL	93772.CEL
93390	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_0.67	23000	micromolar	DMSO .1 %	drugmatrix_93390.CEL			93395.CEL	93751.CEL	93787.CEL
93391	RHCYT	norethindrone	CHEMBL1162	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93391.CEL			93382.CEL	93758.CEL	93772.CEL
93392	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_0.67	100	micromolar	DMSO .1 %	drugmatrix_93392.CEL			93385.CEL	93761.CEL	93787.CEL
93393	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93393.CEL			93352.CEL	93763.CEL	93772.CEL
93394	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_93394.CEL			93395.CEL	93764.CEL	93787.CEL
93395	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93395.CEL			93395.CEL	93771.CEL	93787.CEL
93396	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93396.CEL			93396.CEL	93772.CEL	93772.CEL
93397	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93397.CEL			93397.CEL	94211.CEL	93787.CEL
93398	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_1	1120	micromolar	DMSO .1 %	drugmatrix_93398.CEL			93448.CEL	93776.CEL	93772.CEL
93399	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_0.67	0.5	micromolar	DMSO .1 %	drugmatrix_93399.CEL			93397.CEL	93779.CEL	93772.CEL
93400	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_0.67	300	micromolar	DMSO .1 %	drugmatrix_93400.CEL			93397.CEL	93784.CEL	93787.CEL
101027	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93401.CEL			93448.CEL	93785.CEL	93772.CEL
93401	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93401.CEL			93448.CEL	93787.CEL	93787.CEL
93402	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_0.67	1667	micromolar	DMSO .1 %	drugmatrix_93402.CEL			93397.CEL	93790.CEL	93787.CEL
93403	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_1	100	micromolar	DMSO .1 %	drugmatrix_93403.CEL			93448.CEL	93808.CEL	93772.CEL
93404	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_1	111	micromolar	DMSO .1 %	drugmatrix_93404.CEL			93448.CEL	93809.CEL	93772.CEL
93405	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_0.67	1540	micromolar	DMSO .1 %	drugmatrix_93405.CEL			93442.CEL	93941.CEL	93823.CEL
93406	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_0.67	150	micromolar	DMSO .1 %	drugmatrix_93406.CEL			93396.CEL	94213.CEL	93823.CEL
93407	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93407.CEL			93396.CEL	93942.CEL	93823.CEL
93408	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_0.67	1	micromolar	DMSO .1 %	drugmatrix_93408.CEL			93397.CEL	93818.CEL	93818.CEL
93409	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_0.67	74	micromolar	DMSO .1 %	drugmatrix_93409.CEL			93396.CEL	94214.CEL	93823.CEL
93410	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_1	74	micromolar	DMSO .1 %	drugmatrix_93410.CEL			93448.CEL	93943.CEL	93818.CEL
93411	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_0.67	0.03	micromolar	DMSO .1 %	drugmatrix_93411.CEL			93397.CEL	93852.CEL	93823.CEL
93412	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93412.CEL			93412.CEL	94215.CEL	93823.CEL
93413	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_1	0.5	micromolar	DMSO .1 %	drugmatrix_93413.CEL			93412.CEL	93822.CEL	93818.CEL
93414	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_0.67	1500	micromolar	DMSO .1 %	drugmatrix_93414.CEL			93396.CEL	93823.CEL	93823.CEL
93415	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_1	650	micromolar	DMSO .1 %	drugmatrix_93415.CEL			93448.CEL	93825.CEL	93823.CEL
93416	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_1	57	micromolar	DMSO .1 %	drugmatrix_93416.CEL			93448.CEL	93827.CEL	93823.CEL
93417	RHCYT	citalopram	CHEMBL399730	NA	FALSE	control_1	150	micromolar	DMSO .1 %	drugmatrix_93417.CEL			93448.CEL	94004.CEL	93818.CEL
93418	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_0.67	0.07	micromolar	DMSO .1 %	drugmatrix_93418.CEL			93397.CEL	93828.CEL	93818.CEL
93419	RHCYT	desloratadine	CHEMBL1172	NA	FALSE	control_0.67	57	micromolar	DMSO .1 %	drugmatrix_93419.CEL			93396.CEL	93876.CEL	93818.CEL
93420	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_0.67	23	micromolar	DMSO .1 %	drugmatrix_93420.CEL			93396.CEL	94218.CEL	93818.CEL
93421	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_1	44	micromolar	DMSO .1 %	drugmatrix_93421.CEL			93412.CEL	94219.CEL	93818.CEL
93422	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_1	300	micromolar	DMSO .1 %	drugmatrix_93422.CEL			93412.CEL	93854.CEL	93818.CEL
93423	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_0.67	23000	micromolar	DMSO .1 %	drugmatrix_93423.CEL			93397.CEL	93877.CEL	93839.CEL
93424	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_1	7000	micromolar	DMSO .1 %	drugmatrix_93424.CEL			93412.CEL	93832.CEL	93886.CEL
93425	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_0.67	1.5	micromolar	DMSO .1 %	drugmatrix_93425.CEL			93442.CEL	94220.CEL	93886.CEL
93426	RHCYT	microcystin-LR	CHEMBL444092	NA	FALSE	control_1	0.07	micromolar	DMSO .1 %	drugmatrix_93426.CEL			93412.CEL	93834.CEL	93839.CEL
93427	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93427.CEL			93412.CEL	93880.CEL	93886.CEL
93428	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_1	65000	micromolar	DMSO .1 %	drugmatrix_93428.CEL			93448.CEL	93946.CEL	93839.CEL
93429	RHCYT	ceramide-2 (phytosphingosine:N-C24:0)		NA	FALSE	control_0.67	44	micromolar	DMSO .1 %	drugmatrix_93429.CEL			93397.CEL	94221.CEL	93839.CEL
93430	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_1	8	micromolar	DMSO .1 %	drugmatrix_93430.CEL			93448.CEL	94222.CEL	93886.CEL
93431	RHCYT	chlorambucil	CHEMBL515	NA	FALSE	control_1	1540	micromolar	DMSO .1 %	drugmatrix_93431.CEL			93450.CEL	93882.CEL	93886.CEL
93432	RHCYT	sertraline	CHEMBL809	NA	FALSE	control_1	23	micromolar	DMSO .1 %	drugmatrix_93432.CEL			93448.CEL	93838.CEL	93839.CEL
93433	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_0.67	333	micromolar	DMSO .1 %	drugmatrix_93433.CEL			93397.CEL	93839.CEL	93839.CEL
93434	RHCYT	omeprazole	CHEMBL1503	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_93434.CEL			93397.CEL	93840.CEL	93886.CEL
93435	RHCYT	antimycin A	CHEMBL1231114	NA	FALSE	control_1	0.03	micromolar	DMSO .1 %	drugmatrix_93435.CEL			93412.CEL	93885.CEL	93886.CEL
93436	RHCYT	pantoprazole	CHEMBL1502	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93436.CEL			93396.CEL	93841.CEL	93839.CEL
93437	RHCYT	rabeprazole	CHEMBL1219	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93437.CEL			93448.CEL	94223.CEL	93839.CEL
93438	RHCYT	cadmium dichloride	CHEMBL1458880	NA	FALSE	control_0.67	8	micromolar	DMSO .1 %	drugmatrix_93438.CEL			93396.CEL	93886.CEL	93886.CEL
93439	RHCYT	phalloidin	CHEMBL502682	NA	FALSE	control_1	1	micromolar	DMSO .1 %	drugmatrix_93439.CEL			93412.CEL	93859.CEL	93886.CEL
93440	RHCYT	valeric acid	CHEMBL268736	NA	FALSE	control_1	23000	micromolar	DMSO .1 %	drugmatrix_93440.CEL			93412.CEL	93887.CEL	93839.CEL
93441	RHCYT	rofecoxib	CHEMBL122	NA	FALSE	control_0.67	111	micromolar	DMSO .1 %	drugmatrix_93441.CEL			93396.CEL	93611.CEL	93630.CEL
93442	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93442.CEL			93442.CEL	93612.CEL	93638.CEL
93443	RHCYT	monocrotaline	CHEMBL469442	NA	FALSE	control_1	333	micromolar	DMSO .1 %	drugmatrix_93443.CEL			93412.CEL	93615.CEL	93630.CEL
93444	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_0.67	20	micromolar	DMSO .1 %	drugmatrix_93444.CEL			93397.CEL	93617.CEL	93630.CEL
93445	RHCYT	coralgil	CHEMBL1615358	NA	FALSE	control_1	20	micromolar	DMSO .1 %	drugmatrix_93445.CEL			93412.CEL	93630.CEL	93630.CEL
93446	RHCYT	stavudine	CHEMBL124363	NA	FALSE	control_0.67	1120	micromolar	DMSO .1 %	drugmatrix_93446.CEL			93396.CEL	93631.CEL	93630.CEL
93447	RHCYT	N,N-dimethylformamide	CHEMBL268291	NA	FALSE	control_0.67	65000	micromolar	DMSO .1 %	drugmatrix_93447.CEL			93396.CEL	93633.CEL	93630.CEL
93448	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93448.CEL			93448.CEL	93638.CEL	93638.CEL
93449	RHCYT	amantadine	CHEMBL660	NA	FALSE	control_1	1500	micromolar	DMSO .1 %	drugmatrix_93449.CEL			93448.CEL	93640.CEL	93630.CEL
93450	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93450.CEL			93450.CEL	93642.CEL	93630.CEL
93451	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_0.67	63	micromolar	DMSO .1 %	drugmatrix_93451.CEL			93396.CEL	93646.CEL	93638.CEL
93452	RHCYT	allyl alcohol	CHEMBL234926	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93452.CEL			93396.CEL	93518.CEL	93638.CEL
93453	RHCYT	amineptine	CHEMBL418995	NA	FALSE	control_1	1667	micromolar	DMSO .1 %	drugmatrix_93453.CEL			93412.CEL	93654.CEL	93638.CEL
93454	RHCYT	daunorubicin	CHEMBL178	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93454.CEL			93450.CEL	93655.CEL	93630.CEL
93455	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_0.67	100	micromolar	DMSO .1 %	drugmatrix_93455.CEL			93396.CEL	93661.CEL	93638.CEL
