LTKBID,PubChem_CID,LabelCompoundName,DILIConcern,SeverityClass,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,STD_SMILES
LT01589,9579578.0,esomeprazole Sodium,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CC1=CN=C(C(=C1OC)C)C[S@@](=O)C2=NC3=C(N2)C=C(C=C3)OC,
LT01699,4913.0,procainamide,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,
LT01726,5362129.0,ramipril,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,
LT01514,4046.0,mefloquine,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,
LT01828,5484727.0,trandolapril,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O,
LT01833,5546.0,triamterene,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,
LT02909,154101.0,dexmethylphenidate,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,
LT00129,4735.0,pentamidine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,
LT00279,31101.0,bromocriptine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,
LT00575,3950.0,lomustine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1CCC(CC1)NC(=O)N(CCCl)N=O,
LT00642,11598201.0,raltegravir,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,,CC1=NN=C(O1)C(=O)NC(C)(C)C2=N/C(=C(/NCC3=CC=C(C=C3)F)\O)/C(=O)C(=O)N2C,
LT01084,5464436.0,gemifloxacin,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CO/N=C\1/CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,
LT01159,20824.0,carbenicillin,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,
LT01238,216326.0,lenalidomide,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,
LT01348,2761171.0,ethionamide,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCC1=NC=CC(=C1)C(=S)N,
LT01804,5453.0,thiotepa,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1CN1P(=S)(N2CC2)N3CC3,
LT00264,5029.0,rabeprazole,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,
LT00443,6436030.0,sirolimus,LESS-DILI-CONCERN,8,Yes,VLESS-DILI-CONCERN,,,,,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)CC4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,
LT00573,125017.0,desvenlafaxine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,
LT00600,1549000.0,levocetirizine dihydrochloride,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,
LT00954,25244225.0,enoxaparin,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C([C@@H]1C([C@@H](C(C(O1)O)NS(=O)(=O)[O-])O)O[C@H]2C([C@H](C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],
LT00990,5095.0,ropinirole,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,
LT01016,77991.0,rivastigmine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,
LT01017,60854.0,ziprasidone,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,
LT01035,1978.0,acebutolol,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,
LT01059,441341.0,levetiracetam,LESS-DILI-CONCERN,8,Yes,VLESS-DILI-CONCERN,,,,,CC[C@H](C(=O)N)N1CCCC1=O,
LT01070,2099.0,alosetron,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,
LT01072,5819.0,levothyroxine,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,
LT01077,441401.0,linezolid,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,
LT01125,636380.0,fondaparinux sodium,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],
LT01182,5281006.0,cefprozil,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,
LT01208,2720.0,chlorothiazide,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,,,,,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,
LT01233,3011155.0,nelarabine,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,
LT01242,5310966.0,varenicline,LESS-DILI-CONCERN,2,Yes,VLESS-DILI-CONCERN,,,,,C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23,
LT01248,3062316.0,dasatinib,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,
LT01266,9578005.0,dexlansoprazole,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,
LT00451,5452.0,thioridazine,LESS-DILI-CONCERN,5,Yes,VLESS-DILI-CONCERN,,,,,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,
LT01466,60838.0,irinotecan,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,
LT01532,4100.0,methazolamide,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,
LT01619,4595.0,ondansetron,LESS-DILI-CONCERN,7,Yes,VLESS-DILI-CONCERN,,,,,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,
LT01288,5281078.0,mycophenolate mofetil,LESS-DILI-CONCERN,3,Yes,VLESS-DILI-CONCERN,,,,,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)OC,
LT01314,667477.0,doxepin,LESS-DILI-CONCERN,4,Yes,VLESS-DILI-CONCERN,,,,,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,
LT01731,5070.0,riluzole,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,
LT00380,6435893.0,cyclosporine,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,
LT00099,3342.0,fenoprofen,MOST-DILI-CONCERN,8,Yes(literature),VMOST-DILI-CONCERN,HH,,Positive,,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,
LT00498,1986.0,acetazolamide,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,
LT01615,4543.0,nortriptyline,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,
LT01064,82146.0,bexarotene,MOST-DILI-CONCERN,8,Yes(literature),VMOST-DILI-CONCERN,,,,,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,
LT01241,216239.0,sorafenib,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,
LT01637,4680.0,papaverine,MOST-DILI-CONCERN,5,Yes(literature),VMOST-DILI-CONCERN,,,,,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,
LT00314,4495.0,nimesulide,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,
LT00168,5591.0,troglitazone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O,
LT00045,34869.0,amineptine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,C1CC2=CC=CC=C2C(C3=CC=CC=C31)[NH2+]CCCCCCC(=O)O.[Cl-],
LT00645,62959.0,trovafloxacin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,
LT01318,65679.0,droxicam,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4,
LT01858,114965.0,tetrabamate,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N.CCCCOCC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N.CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,
LT01849,65869.0,ebrotidine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br,
LT00653,193962.0,etravirine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,
LT01187,3081921.0,micafungin,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,
LT00092,12560.0,erythromycin,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,
LT01869,5717.0,zafirlukast,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,
LT00649,60490.0,zileuton,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,
LT00067,2733.0,chlorzoxazone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,C1=CC2=C(C=C1Cl)NC(=O)O2,
LT01139,54841.0,atomoxetine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,
LT01737,392622.0,ritonavir,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,
LT01292,39186.0,diltiazem,MOST-DILI-CONCERN,4,Yes,VMOST-DILI-CONCERN,,non-hepatotixic,Negative,Postive,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,
LT00187,84029.0,clarithromycin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,non-hepatotixic,Positive,Postive,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,
LT00034,5381226.0,rifampin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,WE,Hepatotoxic,Negative,Postive,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,
LT01488,149096.0,levofloxacin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,non-hepatotixic,,Postive,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,
LT00223,6013.0,testosterone,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,non-hepatotixic,,Postive,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,
LT00003,667490.0,mercaptopurine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=NC2=C(N1)C(=S)N=CN2,
LT00004,1983.0,acetaminophen,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC(=O)NC1=CC=C(C=C1)O,
LT00032,1775.0,phenytoin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,
LT00043,2094.0,allopurinol,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=C2C(=NC=NC2=O)NN1,
LT00060,2554.0,carbamazepine,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,
LT00112,3869.0,labetalol,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,
LT00416,5281021.0,minocycline,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O)N(C)C,
LT00125,5353830.0,nitrofurantoin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1C(=O)NC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-],
LT00152,2733526.0,tamoxifen,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,
LT00179,3365.0,fluconazole,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,
LT00312,938.0,niacin,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CC(=CN=C1)C(=O)O,
LT00147,5353980.0,sulfasalazine,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,
LT00022,3715.0,indomethacin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,
LT00084,3033.0,diclofenac,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,
LT00178,2764.0,ciprofloxacin,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,
LT01285,50599.0,didanosine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,
LT00121,38853.0,methyldopa,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,
LT00280,2478.0,busulfan,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CS(=O)(=O)OCCCCOS(=O)(=O)C,
LT00505,4649.0,4-aminosalicylic acid,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,C1=CC(=C(C=C1N)O)C(=O)O,
LT00079,2019.0,dactinomycin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,
LT00287,2818.0,clozapine,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,
LT02216,3034010.0,orlistat,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,Postive,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,
LT00227,5472.0,ticlopidine,MOST-DILI-CONCERN,4,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,Postive,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,
LT00006,2265.0,azathioprine,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],
LT00148,5352.0,sulindac,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,Hepatotoxic,Positive,,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,
LT00040,65140.0,abacavir,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,C1CC1NC2=NC(=NC3=C2N=CN3C4C[C@H](C=C4)CO)N,
LT00499,2082.0,albendazole,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,
LT01944,5462516.0,telithromycin,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,Postive,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,
LT00056,56069.0,bicalutamide,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,C[C@](CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,
LT00106,3657.0,hydroxyurea,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,C(=O)(N)NO,
LT00185,2801.0,clomipramine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,
LT00558,441140.0,griseofulvin,MOST-DILI-CONCERN,8,Yes(literature),VMOST-DILI-CONCERN,HH,,Positive,,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,
LT00580,1349907.0,methimazole,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CN1C=CNC1=S,
LT00085,3059.0,diflunisal,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,HH,,Positive,,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,
LT00234,5282379.0,isotretinoin,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,
LT01214,176870.0,erlotinib,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,
LT01263,65833.0,milnacipran,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,,,,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2,
LT01407,60750.0,gemcitabine,MOST-DILI-CONCERN,8,Yes,VMOST-DILI-CONCERN,,,,,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,
LT00020,3463.0,gemfibrozil,MOST-DILI-CONCERN,4,Yes,VMOST-DILI-CONCERN,HH,,Positive,,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,
LT00402,123631.0,gefitinib,MOST-DILI-CONCERN,4,Yes,VMOST-DILI-CONCERN,,,Positive,,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,
LT01481,3878.0,lamotrigine,MOST-DILI-CONCERN,7,Yes,VMOST-DILI-CONCERN,,Hepatotoxic,,Postive,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,
LT00258,60823.0,atorvastatin,MOST-DILI-CONCERN,5,Yes,VMOST-DILI-CONCERN,,Hepatotoxic,,Postive,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,
