Source Name	Characteristics [CellLine]	Factor Value [COMPOUND]	ChEMBL_ID	Genotoxicity	Carcinogenicity	Characteristics_Control	Extract Name	Factor Value [DOSE]	Unit [ConcentrationUnit]	Time	TimeUnit	Replicate	Characteristics_Vehicle	array_file	control_file	final_array_file
ethinylestradiol_0_24h_1	not specified	ethinylestradiol	CHEMBL691	NGTX	C	TRUE		0	uM	24	h	1	NA	003016061002.CEL		
ethinylestradiol_0_24h_2	not specified	ethinylestradiol	CHEMBL691	NGTX	C	TRUE		0	uM	24	h	2	NA	003016061003.CEL		
ethinylestradiol_3_24h_1	not specified	ethinylestradiol	CHEMBL691	NGTX	C	FALSE	ethinylestradiol_0_24h_1	3	uM	24	h	1	NA	003016061004.CEL	003016061002.CEL	study06_CHEMBL691_3uM_24h_1
ethinylestradiol_3_24h_2	not specified	ethinylestradiol	CHEMBL691	NGTX	C	FALSE	ethinylestradiol_0_24h_2	3	uM	24	h	2	NA	003016061005.CEL	003016061003.CEL	study06_CHEMBL691_3uM_24h_2
ethinylestradiol_15_24h_1	not specified	ethinylestradiol	CHEMBL691	NGTX	C	FALSE	ethinylestradiol_0_24h_1	15	uM	24	h	1	NA	003016061006.CEL	003016061002.CEL	study06_CHEMBL691_15uM_24h_1
ethinylestradiol_15_24h_2	not specified	ethinylestradiol	CHEMBL691	NGTX	C	FALSE	ethinylestradiol_0_24h_2	15	uM	24	h	2	NA	003016061007.CEL	003016061003.CEL	study06_CHEMBL691_15uM_24h_2
ethionamide_0_8h_1	not specified	ethionamide	CHEMBL1441	NA	C	TRUE		0	uM	8	h	1	NA	003016080015.CEL		
ethionamide_0_8h_2	not specified	ethionamide	CHEMBL1441	NA	C	TRUE		0	uM	8	h	2	NA	003016080016.CEL		
ethionamide_120_8h_1	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_8h_1	120	uM	8	h	1	NA	003016080017.CEL	003016080015.CEL	study06_CHEMBL1441_120uM_8h_1
ethionamide_120_8h_2	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_8h_2	120	uM	8	h	2	NA	003016080018.CEL	003016080016.CEL	study06_CHEMBL1441_120uM_8h_2
ethionamide_600_8h_1	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_8h_1	600	uM	8	h	1	NA	003016080019.CEL	003016080015.CEL	study06_CHEMBL1441_600uM_8h_1
ethionamide_600_8h_2	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_8h_2	600	uM	8	h	2	NA	003016080020.CEL	003016080016.CEL	study06_CHEMBL1441_600uM_8h_2
ethionamide_0_24h_1	not specified	ethionamide	CHEMBL1441	NA	C	TRUE		0	uM	24	h	1	NA	003016080021.CEL		
ethionamide_0_24h_2	not specified	ethionamide	CHEMBL1441	NA	C	TRUE		0	uM	24	h	2	NA	003016080022.CEL		
ethionamide_120_24h_1	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_24h_1	120	uM	24	h	1	NA	003016080023.CEL	003016080021.CEL	study06_CHEMBL1441_120uM_24h_1
ethionamide_120_24h_2	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_24h_2	120	uM	24	h	2	NA	003016080024.CEL	003016080022.CEL	study06_CHEMBL1441_120uM_24h_2
ethionamide_600_24h_1	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_24h_1	600	uM	24	h	1	NA	003016080025.CEL	003016080021.CEL	study06_CHEMBL1441_600uM_24h_1
ethionamide_600_24h_2	not specified	ethionamide	CHEMBL1441	NA	C	FALSE	ethionamide_0_24h_2	600	uM	24	h	2	NA	003016080026.CEL	003016080022.CEL	study06_CHEMBL1441_600uM_24h_2
ethionine_2000_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_1	2000	uM	8	h	1	NA	003016020020.CEL	003016021009.CEL	study06_CHEMBL203187_2000uM_8h_1
ethionine_2000_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_2	2000	uM	8	h	2	NA	003016020021.CEL	003016021010.CEL	study06_CHEMBL203187_2000uM_8h_2
ethionine_10000_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_1	10000	uM	8	h	1	NA	003016020022.CEL	003016021009.CEL	study06_CHEMBL203187_10000uM_8h_1
ethionine_10000_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_2	10000	uM	8	h	2	NA	003016020023.CEL	003016021010.CEL	study06_CHEMBL203187_10000uM_8h_2
ethionine_0_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	24	h	1	NA	003016020024.CEL		
ethionine_0_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	24	h	2	NA	003016020025.CEL		
ethionine_400_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_1	400	uM	24	h	1	NA	003016020026.CEL	003016020024.CEL	study06_CHEMBL203187_400uM_24h_1
ethionine_400_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_2	400	uM	24	h	2	NA	003016020027.CEL	003016020025.CEL	study06_CHEMBL203187_400uM_24h_2
ethionine_2000_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_1	2000	uM	24	h	1	NA	003016020028.CEL	003016020024.CEL	study06_CHEMBL203187_2000uM_24h_1
ethionine_2000_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_2	2000	uM	24	h	2	NA	003016020029.CEL	003016020025.CEL	study06_CHEMBL203187_2000uM_24h_2
ethionine_10000_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_1	10000	uM	24	h	1	NA	003016020030.CEL	003016020024.CEL	study06_CHEMBL203187_10000uM_24h_1
ethionine_0_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	2	h	1	NA	003016021001.CEL		
ethionine_0_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	2	h	2	NA	003016021002.CEL		
ethionine_400_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_1	400	uM	2	h	1	NA	003016021003.CEL	003016021001.CEL	study06_CHEMBL203187_400uM_2h_1
ethionine_400_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_2	400	uM	2	h	2	NA	003016021004.CEL	003016021002.CEL	study06_CHEMBL203187_400uM_2h_2
ethionine_2000_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_1	2000	uM	2	h	1	NA	003016021005.CEL	003016021001.CEL	study06_CHEMBL203187_2000uM_2h_1
ethionine_2000_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_2	2000	uM	2	h	2	NA	003016021006.CEL	003016021002.CEL	study06_CHEMBL203187_2000uM_2h_2
ethionine_10000_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_1	10000	uM	2	h	1	NA	003016021007.CEL	003016021001.CEL	study06_CHEMBL203187_10000uM_2h_1
ethionine_10000_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_2	10000	uM	2	h	2	NA	003016021008.CEL	003016021002.CEL	study06_CHEMBL203187_10000uM_2h_2
ethionine_0_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	8	h	1	NA	003016021009.CEL		
ethionine_0_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	8	h	2	NA	003016021010.CEL		
ethionine_400_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_1	400	uM	8	h	1	NA	003016021011.CEL	003016021009.CEL	study06_CHEMBL203187_400uM_8h_1
ethionine_400_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_2	400	uM	8	h	2	NA	003016021012.CEL	003016021010.CEL	study06_CHEMBL203187_400uM_8h_2
ethionine_10000_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_2	10000	uM	24	h	2	NA	003016030010.CEL	003016020025.CEL	study06_CHEMBL203187_10000uM_24h_2
etoposide_0_8h_1	not specified	etoposide	CHEMBL44657	GTX	C	TRUE		0	uM	8	h	1	NA	003016086027.CEL		
etoposide_0_8h_2	not specified	etoposide	CHEMBL44657	GTX	C	TRUE		0	uM	8	h	2	NA	003016086028.CEL		
etoposide_66_8h_1	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_8h_1	66	uM	8	h	1	NA	003016086029.CEL	003016086027.CEL	study06_CHEMBL44657_66uM_8h_1
etoposide_66_8h_2	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_8h_2	66	uM	8	h	2	NA	003016086030.CEL	003016086028.CEL	study06_CHEMBL44657_66uM_8h_2
etoposide_330_8h_1	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_8h_1	330	uM	8	h	1	NA	003016087001.CEL	003016086027.CEL	study06_CHEMBL44657_330uM_8h_1
etoposide_330_8h_2	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_8h_2	330	uM	8	h	2	NA	003016087002.CEL	003016086028.CEL	study06_CHEMBL44657_330uM_8h_2
etoposide_0_24h_1	not specified	etoposide	CHEMBL44657	GTX	C	TRUE		0	uM	24	h	1	NA	003016087003.CEL		
etoposide_0_24h_2	not specified	etoposide	CHEMBL44657	GTX	C	TRUE		0	uM	24	h	2	NA	003016087004.CEL		
etoposide_66_24h_1	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_24h_1	66	uM	24	h	1	NA	003016087005.CEL	003016087003.CEL	study06_CHEMBL44657_66uM_24h_1
etoposide_66_24h_2	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_24h_2	66	uM	24	h	2	NA	003016087006.CEL	003016087004.CEL	study06_CHEMBL44657_66uM_24h_2
etoposide_330_24h_1	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_24h_1	330	uM	24	h	1	NA	003016087007.CEL	003016087003.CEL	study06_CHEMBL44657_330uM_24h_1
etoposide_330_24h_2	not specified	etoposide	CHEMBL44657	GTX	C	FALSE	etoposide_0_24h_2	330	uM	24	h	2	NA	003016087008.CEL	003016087004.CEL	study06_CHEMBL44657_330uM_24h_2
famotidine_0_8h_1	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	8	h	1	NA	003016070002.CEL		
famotidine_0_8h_2	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	8	h	2	NA	003016070003.CEL		
famotidine_140_8h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_1	140	uM	8	h	1	NA	003016070004.CEL	003016070002.CEL	study06_CHEMBL902_140uM_8h_1
famotidine_140_8h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_2	140	uM	8	h	2	NA	003016070005.CEL	003016070003.CEL	study06_CHEMBL902_140uM_8h_2
famotidine_700_8h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_1	700	uM	8	h	1	NA	003016070006.CEL	003016070002.CEL	study06_CHEMBL902_700uM_8h_1
famotidine_700_8h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_2	700	uM	8	h	2	NA	003016070007.CEL	003016070003.CEL	study06_CHEMBL902_700uM_8h_2
famotidine_0_24h_1	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	24	h	1	NA	003016070008.CEL		
famotidine_0_24h_2	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	24	h	2	NA	003016070009.CEL		
famotidine_140_24h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_1	140	uM	24	h	1	NA	003016070010.CEL	003016070008.CEL	study06_CHEMBL902_140uM_24h_1
famotidine_140_24h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_2	140	uM	24	h	2	NA	003016070011.CEL	003016070009.CEL	study06_CHEMBL902_140uM_24h_2
famotidine_700_24h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_1	700	uM	24	h	1	NA	003016070012.CEL	003016070008.CEL	study06_CHEMBL902_700uM_24h_1
famotidine_700_24h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_2	700	uM	24	h	2	NA	003016070013.CEL	003016070009.CEL	study06_CHEMBL902_700uM_24h_2
fenofibrate_0_8h_1	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	8	h	1	NA	003016067020.CEL		
fenofibrate_0_8h_2	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	8	h	2	NA	003016067021.CEL		
fenofibrate_6_8h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_1	6	uM	8	h	1	NA	003016067022.CEL	003016067020.CEL	study06_CHEMBL672_6uM_8h_1
fenofibrate_6_8h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_2	6	uM	8	h	2	NA	003016067023.CEL	003016067021.CEL	study06_CHEMBL672_6uM_8h_2
fenofibrate_30_8h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_1	30	uM	8	h	1	NA	003016067024.CEL	003016067020.CEL	study06_CHEMBL672_30uM_8h_1
fenofibrate_30_8h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_2	30	uM	8	h	2	NA	003016067025.CEL	003016067021.CEL	study06_CHEMBL672_30uM_8h_2
fenofibrate_0_24h_1	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	24	h	1	NA	003016067026.CEL		
fenofibrate_0_24h_2	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	24	h	2	NA	003016067027.CEL		
fenofibrate_6_24h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_1	6	uM	24	h	1	NA	003016067028.CEL	003016067026.CEL	study06_CHEMBL672_6uM_24h_1
fenofibrate_6_24h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_2	6	uM	24	h	2	NA	003016067029.CEL	003016067027.CEL	study06_CHEMBL672_6uM_24h_2
fenofibrate_30_24h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_1	30	uM	24	h	1	NA	003016067030.CEL	003016067026.CEL	study06_CHEMBL672_30uM_24h_1
fenofibrate_30_24h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_2	30	uM	24	h	2	NA	003016068001.CEL	003016067027.CEL	study06_CHEMBL672_30uM_24h_2
fluoxetine hydrochloride_0_8h_1	not specified	fluoxetine hydrochloride	CHEMBL1201082	NA	NA	TRUE		0	uM	8	h	1	NA	003016108006.CEL		
fluoxetine hydrochloride_0_8h_2	not specified	fluoxetine hydrochloride	CHEMBL1201083	NA	NA	TRUE		0	uM	8	h	2	NA	003016108007.CEL		
fluoxetine hydrochloride_4_8h_1	not specified	fluoxetine hydrochloride	CHEMBL1201086	NA	NA	FALSE	fluoxetine hydrochloride_0_8h_1	4	uM	8	h	1	NA	003016108008.CEL	003016108006.CEL	study06_CHEMBL1201086_4uM_8h_1
fluoxetine hydrochloride_4_8h_2	not specified	fluoxetine hydrochloride	CHEMBL1201087	NA	NA	FALSE	fluoxetine hydrochloride_0_8h_2	4	uM	8	h	2	NA	003016108009.CEL	003016108007.CEL	study06_CHEMBL1201087_4uM_8h_2
fluoxetine hydrochloride_8_8h_1	not specified	fluoxetine hydrochloride	CHEMBL1201090	NA	NA	FALSE	fluoxetine hydrochloride_0_8h_1	8	uM	8	h	1	NA	003016108010.CEL	003016108006.CEL	study06_CHEMBL1201090_8uM_8h_1
fluoxetine hydrochloride_8_8h_2	not specified	fluoxetine hydrochloride	CHEMBL1201091	NA	NA	FALSE	fluoxetine hydrochloride_0_8h_2	8	uM	8	h	2	NA	003016108011.CEL	003016108007.CEL	study06_CHEMBL1201091_8uM_8h_2
fluoxetine hydrochloride_20_8h_1	not specified	fluoxetine hydrochloride	CHEMBL1201094	NA	NA	FALSE	fluoxetine hydrochloride_0_8h_1	20	uM	8	h	1	NA	003016108012.CEL	003016108006.CEL	study06_CHEMBL1201094_20uM_8h_1
fluoxetine hydrochloride_20_8h_2	not specified	fluoxetine hydrochloride	CHEMBL1201095	NA	NA	FALSE	fluoxetine hydrochloride_0_8h_2	20	uM	8	h	2	NA	003016108013.CEL	003016108007.CEL	study06_CHEMBL1201095_20uM_8h_2
fluoxetine hydrochloride_0_24h_1	not specified	fluoxetine hydrochloride	CHEMBL1201084	NA	NA	TRUE		0	uM	24	h	1	NA	003016108014.CEL		
fluoxetine hydrochloride_0_24h_2	not specified	fluoxetine hydrochloride	CHEMBL1201085	NA	NA	TRUE		0	uM	24	h	2	NA	003016108015.CEL		
fluoxetine hydrochloride_4_24h_1	not specified	fluoxetine hydrochloride	CHEMBL1201088	NA	NA	FALSE	fluoxetine hydrochloride_0_24h_1	4	uM	24	h	1	NA	003016108016.CEL	003016108014.CEL	study06_CHEMBL1201088_4uM_24h_1
fluoxetine hydrochloride_4_24h_2	not specified	fluoxetine hydrochloride	CHEMBL1201089	NA	NA	FALSE	fluoxetine hydrochloride_0_24h_2	4	uM	24	h	2	NA	003016108017.CEL	003016108015.CEL	study06_CHEMBL1201089_4uM_24h_2
fluoxetine hydrochloride_8_24h_1	not specified	fluoxetine hydrochloride	CHEMBL1201092	NA	NA	FALSE	fluoxetine hydrochloride_0_24h_1	8	uM	24	h	1	NA	003016108018.CEL	003016108014.CEL	study06_CHEMBL1201092_8uM_24h_1
fluoxetine hydrochloride_8_24h_2	not specified	fluoxetine hydrochloride	CHEMBL1201093	NA	NA	FALSE	fluoxetine hydrochloride_0_24h_2	8	uM	24	h	2	NA	003016108019.CEL	003016108015.CEL	study06_CHEMBL1201093_8uM_24h_2
fluoxetine hydrochloride_20_24h_1	not specified	fluoxetine hydrochloride	CHEMBL1201096	NA	NA	FALSE	fluoxetine hydrochloride_0_24h_1	20	uM	24	h	1	NA	003016108020.CEL	003016108014.CEL	study06_CHEMBL1201096_20uM_24h_1
fluoxetine hydrochloride_20_24h_2	not specified	fluoxetine hydrochloride	CHEMBL1201097	NA	NA	FALSE	fluoxetine hydrochloride_0_24h_2	20	uM	24	h	2	NA	003016108021.CEL	003016108015.CEL	study06_CHEMBL1201097_20uM_24h_2
fluphenazine_0_2h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	TRUE		0	uM	2	h	1	NA	003016023001.CEL		
fluphenazine_0_2h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	TRUE		0	uM	2	h	2	NA	003016023002.CEL		
fluphenazine_0.8_2h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_2h_1	0.8	uM	2	h	1	NA	003016023003.CEL	003016023001.CEL	study06_CHEMBL726_0.8uM_2h_1
fluphenazine_0.8_2h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_2h_2	0.8	uM	2	h	2	NA	003016023004.CEL	003016023002.CEL	study06_CHEMBL726_0.8uM_2h_2
fluphenazine_4_2h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_2h_1	4	uM	2	h	1	NA	003016023005.CEL	003016023001.CEL	study06_CHEMBL726_4uM_2h_1
fluphenazine_4_2h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_2h_2	4	uM	2	h	2	NA	003016023006.CEL	003016023002.CEL	study06_CHEMBL726_4uM_2h_2
fluphenazine_20_2h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_2h_1	20	uM	2	h	1	NA	003016023007.CEL	003016023001.CEL	study06_CHEMBL726_20uM_2h_1
fluphenazine_20_2h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_2h_2	20	uM	2	h	2	NA	003016023008.CEL	003016023002.CEL	study06_CHEMBL726_20uM_2h_2
fluphenazine_0_8h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	TRUE		0	uM	8	h	1	NA	003016023009.CEL		
fluphenazine_0_8h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	TRUE		0	uM	8	h	2	NA	003016023010.CEL		
fluphenazine_0.8_8h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_8h_1	0.8	uM	8	h	1	NA	003016023011.CEL	003016023009.CEL	study06_CHEMBL726_0.8uM_8h_1
fluphenazine_0.8_8h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_8h_2	0.8	uM	8	h	2	NA	003016023012.CEL	003016023010.CEL	study06_CHEMBL726_0.8uM_8h_2
fluphenazine_4_8h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_8h_1	4	uM	8	h	1	NA	003016023013.CEL	003016023009.CEL	study06_CHEMBL726_4uM_8h_1
fluphenazine_4_8h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_8h_2	4	uM	8	h	2	NA	003016023014.CEL	003016023010.CEL	study06_CHEMBL726_4uM_8h_2
fluphenazine_20_8h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_8h_1	20	uM	8	h	1	NA	003016023015.CEL	003016023009.CEL	study06_CHEMBL726_20uM_8h_1
fluphenazine_20_8h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_8h_2	20	uM	8	h	2	NA	003016023016.CEL	003016023010.CEL	study06_CHEMBL726_20uM_8h_2
fluphenazine_0_24h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	TRUE		0	uM	24	h	1	NA	003016023017.CEL		
fluphenazine_0_24h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	TRUE		0	uM	24	h	2	NA	003016023018.CEL		
fluphenazine_0.8_24h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_24h_1	0.8	uM	24	h	1	NA	003016023019.CEL	003016023017.CEL	study06_CHEMBL726_0.8uM_24h_1
fluphenazine_0.8_24h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_24h_2	0.8	uM	24	h	2	NA	003016023020.CEL	003016023018.CEL	study06_CHEMBL726_0.8uM_24h_2
fluphenazine_4_24h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_24h_1	4	uM	24	h	1	NA	003016023021.CEL	003016023017.CEL	study06_CHEMBL726_4uM_24h_1
fluphenazine_4_24h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_24h_2	4	uM	24	h	2	NA	003016023022.CEL	003016023018.CEL	study06_CHEMBL726_4uM_24h_2
fluphenazine_20_24h_1	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_24h_1	20	uM	24	h	1	NA	003016023023.CEL	003016023017.CEL	study06_CHEMBL726_20uM_24h_1
fluphenazine_20_24h_2	not specified	fluphenazine	CHEMBL726	GTX	NA	FALSE	fluphenazine_0_24h_2	20	uM	24	h	2	NA	003016023024.CEL	003016023018.CEL	study06_CHEMBL726_20uM_24h_2
flutamide_0_2h_1	not specified	flutamide	CHEMBL806	NA	NA	TRUE		0	uM	2	h	1	NA	003016042021.CEL		
flutamide_0_2h_2	not specified	flutamide	CHEMBL806	NA	NA	TRUE		0	uM	2	h	2	NA	003016042022.CEL		
flutamide_2_2h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_2h_1	2	uM	2	h	1	NA	003016042023.CEL	003016042021.CEL	study06_CHEMBL806_2uM_2h_1
flutamide_2_2h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_2h_2	2	uM	2	h	2	NA	003016042024.CEL	003016042022.CEL	study06_CHEMBL806_2uM_2h_2
flutamide_10_2h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_2h_1	10	uM	2	h	1	NA	003016042025.CEL	003016042021.CEL	study06_CHEMBL806_10uM_2h_1
flutamide_10_2h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_2h_2	10	uM	2	h	2	NA	003016042026.CEL	003016042022.CEL	study06_CHEMBL806_10uM_2h_2
flutamide_50_2h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_2h_1	50	uM	2	h	1	NA	003016042027.CEL	003016042021.CEL	study06_CHEMBL806_50uM_2h_1
flutamide_50_2h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_2h_2	50	uM	2	h	2	NA	003016042028.CEL	003016042022.CEL	study06_CHEMBL806_50uM_2h_2
flutamide_0_8h_1	not specified	flutamide	CHEMBL806	NA	NA	TRUE		0	uM	8	h	1	NA	003016042029.CEL		
flutamide_0_8h_2	not specified	flutamide	CHEMBL806	NA	NA	TRUE		0	uM	8	h	2	NA	003016042030.CEL		
flutamide_2_8h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_8h_1	2	uM	8	h	1	NA	003016043001.CEL	003016042029.CEL	study06_CHEMBL806_2uM_8h_1
flutamide_2_8h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_8h_2	2	uM	8	h	2	NA	003016043002.CEL	003016042030.CEL	study06_CHEMBL806_2uM_8h_2
flutamide_10_8h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_8h_1	10	uM	8	h	1	NA	003016043003.CEL	003016042029.CEL	study06_CHEMBL806_10uM_8h_1
flutamide_10_8h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_8h_2	10	uM	8	h	2	NA	003016043004.CEL	003016042030.CEL	study06_CHEMBL806_10uM_8h_2
flutamide_50_8h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_8h_1	50	uM	8	h	1	NA	003016043005.CEL	003016042029.CEL	study06_CHEMBL806_50uM_8h_1
flutamide_50_8h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_8h_2	50	uM	8	h	2	NA	003016043006.CEL	003016042030.CEL	study06_CHEMBL806_50uM_8h_2
flutamide_0_24h_1	not specified	flutamide	CHEMBL806	NA	NA	TRUE		0	uM	24	h	1	NA	003016043007.CEL		
flutamide_0_24h_2	not specified	flutamide	CHEMBL806	NA	NA	TRUE		0	uM	24	h	2	NA	003016043008.CEL		
flutamide_2_24h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_24h_1	2	uM	24	h	1	NA	003016043009.CEL	003016043007.CEL	study06_CHEMBL806_2uM_24h_1
flutamide_2_24h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_24h_2	2	uM	24	h	2	NA	003016043010.CEL	003016043008.CEL	study06_CHEMBL806_2uM_24h_2
flutamide_10_24h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_24h_1	10	uM	24	h	1	NA	003016043011.CEL	003016043007.CEL	study06_CHEMBL806_10uM_24h_1
flutamide_10_24h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_24h_2	10	uM	24	h	2	NA	003016043012.CEL	003016043008.CEL	study06_CHEMBL806_10uM_24h_2
